,coilable,sigma_crit,energy
608,1,0.007666137101664073,
609,0,5.993265861022884,
610,2,53.723069350555456,30.416127092919677
611,2,0.8737733699699527,0.5339162565733236
612,2,2.5836576841765924,1.4676722749697033
613,1,81.33581535722692,
614,2,18.162762105647097,11.456034613335957
615,0,0.16101387282720867,
616,2,0.4186029651225795,0.23839364615473238
617,0,28.341039026259985,
618,2,56.52546958851755,
619,0,4.871923793974627,
620,2,2.8638977079728014,1.715552241068438
621,2,37.872510258147415,22.669505890359662
622,2,12.922108139517166,6.85049505922668
623,0,,
624,1,0.03473524801991998,
625,2,10.182478611110517,6.244800846304689
626,2,52.16335090825488,
627,1,1.0613470197003372,
628,2,3.7064003147240587,2.299779473028387
629,0,56.3064723868231,
630,2,14.760666042114742,9.288584029822038
631,1,0.31418459005884875,
632,1,0.06702205639531424,0.04169847688318411
633,0,17.221838082087807,
634,2,45.78569402867645,26.21008409758976
635,0,3.759749051648462,
636,1,0.9378427838610262,0.5567400442098425
637,2,23.87833442196324,14.769181153765468
638,0,9.893198586546687,
639,0,0.0012928092365377423,
